disprotID,uniprotID,name,species,seqlength,numdisorder,discontent,numhomologs,gaps
DP00622,P63045,"Vesicle-associated membrane protein 2",Rattus norvegicus,116,92,79.3,824,0.300957682566
DP00623,P83949-1,"",,389,268,68.9,1305,0.959670040602
DP00624,P35638,"DNA damage-inducible transcript 3 protein",Homo sapiens,169,53,31.4,14,0.134770889488
DP00625,P45976,"Pre-mRNA polyadenylation factor FIP1",Saccharomyces cerevisiae,327,26,8.0,196,0.888540031397
DP00626,P0AG11,"Protein umuD",Escherichia coli,139,139,100.0,1241,0.202209867883
DP00626_C001,P0AG11,"Protein umuD",Escherichia coli,115,115,100.0,1056,0.18685770751
DP00627,Q05323,"Minor nucleoprotein VP30",Zaire ebolavirus,288,14,4.9,7,0.0
DP00628,P15309-1,"",,386,39,10.1,1291,0.136348288943
DP00629,Q07097,"Nucleoprotein",Sendai virus,524,123,23.5,53,0.762693664672
DP00630,O76070,"Gamma-synuclein",Homo sapiens,127,127,100.0,71,0.266718420761
DP00631,P38634,"Protein SIC1",Saccharomyces cerevisiae,284,90,31.7,28,0.381349206349
DP00632,Q01844,"RNA-binding protein EWS",Homo sapiens,656,264,40.2,1668,0.962591290604
DP00633,Q09472,"Histone acetyltransferase p300",Homo sapiens,2414,166,6.9,1655,0.961551341317
DP00634,P15891,"Actin-binding protein",Saccharomyces cerevisiae,592,28,4.7,2187,0.4069664903
DP00635,P38753,"Class E vacuolar protein-sorting machinery protein HSE1",Saccharomyces cerevisiae,452,60,13.3,2098,0.25608516047
DP00636,P17120,"Kinesin-like protein bimC",Emericella nidulans,1184,71,6.0,2160,0.977516953573
DP00637,P01270,"Parathyroid hormone",Homo sapiens,115,34,29.6,50,0.0141176470588
DP00638,P04972,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",Bos taurus,87,36,41.4,24,0.0590277777778
DP00640,Q89933,"Nucleoprotein",Measles virus,525,125,23.8,66,0.63696969697
DP00641,P51671,"Eotaxin",Homo sapiens,97,8,8.2,1041,0.528818443804
DP00642,Q962Y6,"Thioredoxin glutathione reductase",Schistosoma mansoni,598,2,0.3,3920,0.819515306122
DP00643,O43521,"",,198,0,0.0,16,0.0
DP00643_A002,O43521-2,"Isoform BimL of Bcl-2-like protein 11",Homo sapiens,138,111,80.4,17,0.197668256492
DP00644,P22362,"",,96,36,37.5,1024,0.173366970486
DP00645,Q91ZE9,"Bcl-2-modifying factor",Mus musculus,185,160,86.5,16,0.191015625
DP00646,Q01231,"Gap junction alpha-5 protein",Mus musculus,358,105,29.3,534,0.781737114321
DP00647,P31025,"Lipocalin-1",Homo sapiens,176,7,4.0,1034,0.713594915723
DP00650,Q1PAB4,"Protein Tat",Human immunodeficiency,101,101,100.0,545,0.184394586248
DP00651,P03355,"Gag-Pol polyprotein",Moloney murine,1738,0,0.0,4054,0.0
DP00651_C007,P03355,"Gag-Pol polyprotein",Moloney murine,408,12,2.9,2516,0.123542660307
DP00652,P00441,"Superoxide dismutase [Cu-Zn]",Homo sapiens,154,30,19.5,1034,0.136750483559
DP00653,A2AIM8,"",,2541,41,1.6,1579,0.641498941905
DP00654,Q9ZPI5,"Peroxisomal fatty acid beta-oxidation multifunctional protein MFP2",Arabidopsis thaliana,725,37,5.1,4175,0.600135944328
DP00655,P59113,"Fermitin family homolog 1",Mus musculus,677,110,16.2,210,0.659350649351
DP00656,P07674,"Transcriptional repressor protein korB",Escherichia coli,358,107,29.9,1701,0.797172636217
DP00657,P31168,"Dehydrin COR47",Arabidopsis thaliana,265,265,100.0,452,0.597303389548
DP00658,P42758,"Dehydrin Xero 2",Arabidopsis thaliana,193,193,100.0,425,0.563937823834
DP00659,P16458,"Telomere-binding protein subunit beta",Oxytricha nova,385,153,39.7,6,0.483660130719
DP00661,Q9CX60,"Protein LBH",Mus musculus,105,70,66.7,37,0.238996138996
DP00662,Q8LBP4-1,"",,462,124,26.8,1425,0.712184493492
DP00663,P81558,"Myelin basic protein",Sus scrofa,171,171,100.0,28,0.27903091061
DP00664,Q01417,"18 kDa seed maturation protein",Glycine max,173,173,100.0,77,0.438180316793
DP00665,Q9XES8,"Seed maturation protein PM28",Glycine max,89,89,100.0,11,0.257405515832
DP00666,P32004-1,"",,1257,114,9.1,4816,0.838400507082
DP00667,P42763,"Dehydrin ERD14",Arabidopsis thaliana,185,185,100.0,320,0.460489864865
DP00668,P19250,"Thermostable direct hemolysin 2",Vibrio parahaemolyticus,189,11,5.8,9,0.323232323232
DP00669,P81019,"Seminal plasma protein BSP-30 kDa",Bos taurus,183,56,30.6,512,0.977922712054
DP00670,Q29983,"MHC class I polypeptide-related sequence A",Homo sapiens,383,10,2.6,2618,0.446753246753
DP00671,Q61985,"Nuclear factor erythroid 2-related factor 1",Mus musculus,741,98,13.2,287,0.821481902866
DP00672,Q92886,"Neurogenin-1",Homo sapiens,237,61,25.7,696,0.070873374788
DP00673,P06935,"Genome polyprotein",West Nile,3430,0,0.0,3227,0.0
DP00673_C001,P06935,"Genome polyprotein",West Nile,105,50,47.6,68,0.109705882353
DP00674,Q69422,"Genome polyprotein",Hepatitis GB,2864,0,0.0,3653,0.0
DP00674_C001,Q69422,"Genome polyprotein",Hepatitis GB,156,155,99.4,20,0.531290322581
DP00675,P19711,"Genome polyprotein",Bovine viral,3988,0,0.0,3547,0.0
DP00675_C002,P19711,"Genome polyprotein",Bovine viral,102,102,100.0,36,0.135348583878
DP00676,P19243,"18.1 kDa class I heat shock protein",Pisum sativum,158,53,33.5,1496,0.734159015236
DP00677,P12810,"16.9 kDa class I heat shock protein 1",Triticum aestivum,151,42,27.8,1113,0.910537800026
DP00678,P11171,"Protein 4.1",Homo sapiens,864,64,7.4,1146,0.912126417976
DP00680,P82409,"Trypsin inhibitor 2",Momordica cochinchinensis,34,15,44.1,22,0.287878787879
DP00681,D0VWX1,"MCoCC-1",Momordica cochinchinensis,33,7,21.2,1,0.0
DP00682,P15337,"Cyclic AMP-responsive element-binding protein 1",Rattus norvegicus,341,35,10.3,860,0.944850498339
DP00683,Q99801,"Homeobox protein Nkx-3.1",Homo sapiens,234,184,78.6,1564,0.610339291671
DP00684,P03018,"DNA helicase II",Escherichia coli,720,70,9.7,2766,0.320674517095
DP00685,Q98157,"Viral macrophage inflammatory protein 2",Human herpesvirus,94,29,30.9,1005,0.273940641619
DP00686,Q9IH62,"Glycoprotein G",Nipah virus,602,22,3.7,59,0.108628659476
DP00687,P08067,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",Saccharomyces cerevisiae,215,12,5.6,1758,0.609594235874
DP00688,Q8ISF7,"",,18534,4166,22.5,,
DP00689,P30185,"Dehydrin Rab18",Arabidopsis thaliana,186,186,100.0,301,0.536652020148
DP00690,Q91WR5,"Aldo-keto reductase family 1 member C21",Mus musculus,323,5,1.5,1253,0.103431763767
DP00691,P18754,"Regulator of chromosome condensation",Homo sapiens,421,52,12.4,1919,0.513187958472
DP00692,P63277,"",,210,0,0.0,78,0.0
DP00692_A001,P63277,"",,180,180,100.0,78,0.292521367521
DP00692_A002,P63277,"",,59,57,96.6,13,0.40350877193
DP00693,P45561,"Amelogenin",Sus scrofa,173,172,99.4,78,0.276982707215
DP00694,Q8N488,"RING1 and YY1-binding protein",Homo sapiens,228,228,100.0,57,0.395044629117
DP00695,P96884,"BirA bifunctional protein",Mycobacterium tuberculosis,266,36,13.5,1098,0.0626391418741
DP00696,Q9Y258,"C-C motif chemokine 26",Homo sapiens,94,9,9.6,1016,0.53269903762
DP00697,Q9IK92,"Nucleoprotein",Nipah virus,532,133,25.0,50,0.731278195489
DP00698,O89339,"Nucleoprotein",Hendra virus,532,133,25.0,50,0.739097744361
DP00699,Q9IK91,"Phosphoprotein",Nipah virus,709,406,57.3,67,0.913866627454
DP00700,O55778,"Phosphoprotein",Hendra virus,707,404,57.1,67,0.932207773016
DP00701,O66683,"Anti sigma factor FlgM",Aquifex aeolicus,88,83,94.3,449,0.308235167843
DP00702,P46937,"Yorkie homolog",Homo sapiens,504,40,7.9,958,0.954645093946
DP00703,B7T1D7,"Teg12",uncultured soil,285,54,18.9,1736,0.448242020823
DP00704,P24522,"Growth arrest and DNA damage-inducible protein GADD45 alpha",Homo sapiens,165,42,25.5,284,0.684104627767
DP00705,P22943,"12 kDa heat shock protein",Saccharomyces cerevisiae,109,109,100.0,95,0.197682279092
DP00706,Q15517,"Corneodesmosin",Homo sapiens,529,112,21.2,21,0.22619047619
DP00707,Q9UER7,"Death domain-associated protein 6",Homo sapiens,740,54,7.3,78,0.641975308642
DP00708,O35613,"Death domain-associated protein 6",Mus musculus,739,174,23.5,83,0.770876609888
DP00709,Q9Y3M2,"Protein chibby homolog 1",Homo sapiens,126,63,50.0,79,0.119349005425
DP00710,N/A,"",,208,98,47.1,1312,0.199181806869
DP00711,Q80Y84,"Lysine-specific demethylase 5B",Mus musculus,1544,51,3.3,1771,0.802349398257
DP00712,Q9UGL1,"Lysine-specific demethylase 5B",Homo sapiens,1544,34,2.2,1831,0.795177819899
DP00713,P29375,"Lysine-specific demethylase 5A",Homo sapiens,1690,72,4.3,2560,0.870133463542
DP00714,Q9BP37,"Aragonite protein AP7",Haliotis rufescens,88,88,100.0,1,0.0
DP00715,Q9BP38,"Aragonite protein AP24",Haliotis rufescens,171,54,31.6,2,0.0925925925926
DP00716,P02545,"Prelamin-A/C",Homo sapiens,664,0,0.0,2341,0.0
DP00716_C001,P02545,"Prelamin-A/C",Homo sapiens,646,90,13.9,1938,0.819900240798
DP00717,P35521,"Methylosome subunit pICln",Canis familiaris,235,185,78.7,230,0.459741480611
DP00718,P37231,"",,505,0,0.0,1820,0.0
DP00718_A001,P37231-2,"Isoform 1 of Peroxisome proliferator-activated receptor gamma",Homo sapiens,477,307,64.4,1858,0.556429981452
DP00719,Q13569,"G/T mismatch-specific thymine DNA glycosylase",Homo sapiens,410,182,44.4,849,0.980060575467
DP00720,Q05344,"FACT complex subunit Ssrp1",Drosophila melanogaster,723,723,100.0,1405,0.776607945344
DP00721,Q8IRG6,"FACT complex subunit spt16",Drosophila melanogaster,1083,156,14.4,1954,0.900283442249
DP00722,P0AGE2,"Single-stranded DNA-binding protein",Escherichia coli,178,65,36.5,1189,0.888930581614
DP00723,Q9MAA7,"Gibberellin receptor GID1A",Arabidopsis thaliana,345,345,100.0,3334,0.313702476896
DP00724,Q9LQT8,"DELLA protein GAI",Arabidopsis thaliana,533,103,19.3,797,0.944378799138
DP00725,P41851,"Type II secretion system protein M",Vibrio cholerae,165,47,28.5,435,0.149963316214
DP00726,Q5UPJ7,"Tyrosine--tRNA ligase",Acanthamoeba polyphaga,346,42,12.1,1320,0.114051226551
DP00727,P16083,"Ribosyldihydronicotinamide dehydrogenase [quinone]",Homo sapiens,231,17,7.4,1598,0.586726054627
DP00728,P00760,"Cationic trypsin",Bos taurus,246,41,16.7,1273,0.2199720269
DP00729,P00974,"Pancreatic trypsin inhibitor",Bos taurus,100,34,34.0,1020,0.0188581314879
DP00730,P02631,"Oncomodulin",Rattus norvegicus,109,66,60.6,1556,0.126947495521
DP00731,P00502,"",,222,13,5.9,1280,0.379747596154
DP00732,Q00496,"",,1251,0,0.0,34,0.0
DP00732_C001,Q00496,"",,421,21,5.0,22,0.255411255411
DP00733,P07602,"",,524,0,0.0,840,0.0
DP00733_C004,P07602,"",,81,58,71.6,818,0.135591434112
DP00734,O08785,"",,855,45,5.3,1764,0.536646510456
DP00735,Q9WTL8,"",,632,0,0.0,1912,0.0
DP00735_A004,Q9WTL8,"",,626,107,17.1,1953,0.605572065023
DP00736,Q9UKV8,"",,859,280,32.6,1239,0.367620777124
DP00738,Q9RHW0,"",,224,18,8.0,300,0.111111111111
DP00741,P03040,"",,66,5,7.6,120,0.258333333333
DP00742,Q99LM3,"",,459,357,77.8,825,0.95417027417
DP00743,Q9SIN5,"",,141,90,63.8,32,0.393055555556
DP00744,Q7RIF3,"",,349,86,24.6,1149,0.50136620317
DP00745,Q7RSH5,"",,210,24,11.4,1377,0.9864439603
DP00746,Q25733,"",,2924,26,0.9,1987,0.930490495916
DP00747,P01160,"",,153,0,0.0,144,0.0
DP00747_C002,P01160,"",,28,28,100.0,71,0.123742454728
DP00748,P46108,"",,304,156,51.3,2778,0.748740100792
DP00748_A002,P46108,"",,204,204,100.0,2186,0.592673071058
